entity_id,entity_type,name,region,business_unit,criticality,service_provider_type,trust_level,lifecycle_status,data_classification
DATA-0063,DATA_STORE,Data Store 0063,EU-WEST,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0064,DATA_STORE,Data Store 0064,LATAM,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0065,DATA_STORE,Data Store 0065,LATAM,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0066,DATA_STORE,Data Store 0066,GLOBAL,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0067,DATA_STORE,Data Store 0067,US-WEST,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0068,DATA_STORE,Data Store 0068,AP-NORTHEAST,Support,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0069,DATA_STORE,Data Store 0069,EU-CENTRAL,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0070,DATA_STORE,Data Store 0070,US-EAST,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0071,DATA_STORE,Data Store 0071,AP-SOUTH,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0072,DATA_STORE,Data Store 0072,US-WEST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0073,DATA_STORE,Data Store 0073,US-WEST,HR,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0074,DATA_STORE,Data Store 0074,EU-CENTRAL,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0075,DATA_STORE,Data Store 0075,AP-NORTHEAST,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0076,DATA_STORE,Data Store 0076,AP-NORTHEAST,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0077,DATA_STORE,Data Store 0077,AP-SOUTH,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0078,DATA_STORE,Data Store 0078,AP-NORTHEAST,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0079,DATA_STORE,Data Store 0079,AP-NORTHEAST,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0080,DATA_STORE,Data Store 0080,GLOBAL,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0081,DATA_STORE,Data Store 0081,US-EAST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0082,DATA_STORE,Data Store 0082,US-EAST,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0083,DATA_STORE,Data Store 0083,LATAM,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0084,DATA_STORE,Data Store 0084,LATAM,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0085,DATA_STORE,Data Store 0085,US-EAST,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0086,DATA_STORE,Data Store 0086,EU-CENTRAL,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0087,DATA_STORE,Data Store 0087,AP-NORTHEAST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0088,DATA_STORE,Data Store 0088,US-WEST,Supply Chain,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0089,DATA_STORE,Data Store 0089,LATAM,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0090,DATA_STORE,Data Store 0090,AP-NORTHEAST,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0091,DATA_STORE,Data Store 0091,US-EAST,Data,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0092,DATA_STORE,Data Store 0092,GLOBAL,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0093,DATA_STORE,Data Store 0093,EU-WEST,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0094,DATA_STORE,Data Store 0094,EU-WEST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0095,DATA_STORE,Data Store 0095,AP-SOUTH,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0096,DATA_STORE,Data Store 0096,EU-CENTRAL,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0097,DATA_STORE,Data Store 0097,GLOBAL,HR,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0098,DATA_STORE,Data Store 0098,US-WEST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0099,DATA_STORE,Data Store 0099,LATAM,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0100,DATA_STORE,Data Store 0100,US-EAST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0101,DATA_STORE,Data Store 0101,US-WEST,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0102,DATA_STORE,Data Store 0102,AP-NORTHEAST,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0103,DATA_STORE,Data Store 0103,EU-WEST,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0104,DATA_STORE,Data Store 0104,LATAM,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0105,DATA_STORE,Data Store 0105,US-WEST,Corporate,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0106,DATA_STORE,Data Store 0106,AP-NORTHEAST,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0107,DATA_STORE,Data Store 0107,AP-NORTHEAST,Legal,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0108,DATA_STORE,Data Store 0108,US-WEST,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0109,DATA_STORE,Data Store 0109,GLOBAL,Data,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0110,DATA_STORE,Data Store 0110,EU-CENTRAL,Manufacturing,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0111,DATA_STORE,Data Store 0111,GLOBAL,Supply Chain,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0112,DATA_STORE,Data Store 0112,GLOBAL,Data,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0113,DATA_STORE,Data Store 0113,US-WEST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0114,DATA_STORE,Data Store 0114,US-WEST,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0115,DATA_STORE,Data Store 0115,EU-WEST,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0116,DATA_STORE,Data Store 0116,US-EAST,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0117,DATA_STORE,Data Store 0117,EU-CENTRAL,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0118,DATA_STORE,Data Store 0118,AP-NORTHEAST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0119,DATA_STORE,Data Store 0119,GLOBAL,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0120,DATA_STORE,Data Store 0120,EU-CENTRAL,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0121,DATA_STORE,Data Store 0121,LATAM,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0122,DATA_STORE,Data Store 0122,EU-WEST,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0123,DATA_STORE,Data Store 0123,AP-SOUTH,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0124,DATA_STORE,Data Store 0124,US-EAST,Support,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0125,DATA_STORE,Data Store 0125,EU-WEST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0126,DATA_STORE,Data Store 0126,AP-NORTHEAST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0127,DATA_STORE,Data Store 0127,AP-SOUTH,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0128,DATA_STORE,Data Store 0128,EU-WEST,Sales,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0129,DATA_STORE,Data Store 0129,EU-WEST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0130,DATA_STORE,Data Store 0130,EU-CENTRAL,Data,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0131,DATA_STORE,Data Store 0131,GLOBAL,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0132,DATA_STORE,Data Store 0132,LATAM,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0133,DATA_STORE,Data Store 0133,EU-WEST,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0134,DATA_STORE,Data Store 0134,EU-WEST,Support,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0135,DATA_STORE,Data Store 0135,GLOBAL,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0136,DATA_STORE,Data Store 0136,AP-NORTHEAST,Engineering,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0137,DATA_STORE,Data Store 0137,EU-CENTRAL,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0138,DATA_STORE,Data Store 0138,AP-SOUTH,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0139,DATA_STORE,Data Store 0139,LATAM,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0140,DATA_STORE,Data Store 0140,EU-WEST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0141,DATA_STORE,Data Store 0141,AP-SOUTH,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0142,DATA_STORE,Data Store 0142,EU-CENTRAL,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0143,DATA_STORE,Data Store 0143,US-WEST,Security,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0144,DATA_STORE,Data Store 0144,EU-WEST,Support,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0145,DATA_STORE,Data Store 0145,AP-NORTHEAST,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0146,DATA_STORE,Data Store 0146,AP-SOUTH,Support,HIGH,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
DATA-0147,DATA_STORE,Data Store 0147,EU-WEST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0148,DATA_STORE,Data Store 0148,AP-SOUTH,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0149,DATA_STORE,Data Store 0149,EU-WEST,Engineering,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0150,DATA_STORE,Data Store 0150,LATAM,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0151,DATA_STORE,Data Store 0151,EU-CENTRAL,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0152,DATA_STORE,Data Store 0152,AP-NORTHEAST,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0153,DATA_STORE,Data Store 0153,LATAM,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0154,DATA_STORE,Data Store 0154,AP-NORTHEAST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0155,DATA_STORE,Data Store 0155,GLOBAL,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0156,DATA_STORE,Data Store 0156,LATAM,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0157,DATA_STORE,Data Store 0157,US-WEST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0158,DATA_STORE,Data Store 0158,US-WEST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0159,DATA_STORE,Data Store 0159,US-WEST,Finance,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
DATA-0160,DATA_STORE,Data Store 0160,GLOBAL,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0001,SHARED_INFRASTRUCTURE,Shared Infrastructure 0001,LATAM,Security,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0002,SHARED_INFRASTRUCTURE,Shared Infrastructure 0002,AP-NORTHEAST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0003,SHARED_INFRASTRUCTURE,Shared Infrastructure 0003,AP-SOUTH,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0004,SHARED_INFRASTRUCTURE,Shared Infrastructure 0004,EU-CENTRAL,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0005,SHARED_INFRASTRUCTURE,Shared Infrastructure 0005,US-EAST,Support,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0006,SHARED_INFRASTRUCTURE,Shared Infrastructure 0006,US-WEST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0007,SHARED_INFRASTRUCTURE,Shared Infrastructure 0007,AP-SOUTH,Engineering,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0008,SHARED_INFRASTRUCTURE,Shared Infrastructure 0008,EU-WEST,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0009,SHARED_INFRASTRUCTURE,Shared Infrastructure 0009,AP-SOUTH,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0010,SHARED_INFRASTRUCTURE,Shared Infrastructure 0010,AP-SOUTH,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0011,SHARED_INFRASTRUCTURE,Shared Infrastructure 0011,AP-SOUTH,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0012,SHARED_INFRASTRUCTURE,Shared Infrastructure 0012,GLOBAL,Engineering,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0013,SHARED_INFRASTRUCTURE,Shared Infrastructure 0013,EU-CENTRAL,Legal,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0014,SHARED_INFRASTRUCTURE,Shared Infrastructure 0014,AP-SOUTH,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0015,SHARED_INFRASTRUCTURE,Shared Infrastructure 0015,US-WEST,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0016,SHARED_INFRASTRUCTURE,Shared Infrastructure 0016,AP-SOUTH,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0017,SHARED_INFRASTRUCTURE,Shared Infrastructure 0017,EU-CENTRAL,Data,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0018,SHARED_INFRASTRUCTURE,Shared Infrastructure 0018,US-EAST,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0019,SHARED_INFRASTRUCTURE,Shared Infrastructure 0019,GLOBAL,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0020,SHARED_INFRASTRUCTURE,Shared Infrastructure 0020,GLOBAL,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0021,SHARED_INFRASTRUCTURE,Shared Infrastructure 0021,GLOBAL,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0022,SHARED_INFRASTRUCTURE,Shared Infrastructure 0022,EU-WEST,Commerce,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0023,SHARED_INFRASTRUCTURE,Shared Infrastructure 0023,US-EAST,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0024,SHARED_INFRASTRUCTURE,Shared Infrastructure 0024,AP-NORTHEAST,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0025,SHARED_INFRASTRUCTURE,Shared Infrastructure 0025,AP-NORTHEAST,HR,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0026,SHARED_INFRASTRUCTURE,Shared Infrastructure 0026,US-WEST,Corporate,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0027,SHARED_INFRASTRUCTURE,Shared Infrastructure 0027,AP-NORTHEAST,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0028,SHARED_INFRASTRUCTURE,Shared Infrastructure 0028,GLOBAL,Finance,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0029,SHARED_INFRASTRUCTURE,Shared Infrastructure 0029,US-WEST,Commerce,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0030,SHARED_INFRASTRUCTURE,Shared Infrastructure 0030,US-EAST,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0031,SHARED_INFRASTRUCTURE,Shared Infrastructure 0031,EU-CENTRAL,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0032,SHARED_INFRASTRUCTURE,Shared Infrastructure 0032,US-EAST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0033,SHARED_INFRASTRUCTURE,Shared Infrastructure 0033,GLOBAL,Finance,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0034,SHARED_INFRASTRUCTURE,Shared Infrastructure 0034,EU-WEST,Security,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0035,SHARED_INFRASTRUCTURE,Shared Infrastructure 0035,US-WEST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0036,SHARED_INFRASTRUCTURE,Shared Infrastructure 0036,GLOBAL,Corporate,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0037,SHARED_INFRASTRUCTURE,Shared Infrastructure 0037,EU-WEST,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0038,SHARED_INFRASTRUCTURE,Shared Infrastructure 0038,US-EAST,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0039,SHARED_INFRASTRUCTURE,Shared Infrastructure 0039,LATAM,Legal,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0040,SHARED_INFRASTRUCTURE,Shared Infrastructure 0040,US-WEST,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0041,SHARED_INFRASTRUCTURE,Shared Infrastructure 0041,EU-WEST,Manufacturing,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0042,SHARED_INFRASTRUCTURE,Shared Infrastructure 0042,LATAM,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0043,SHARED_INFRASTRUCTURE,Shared Infrastructure 0043,LATAM,Commerce,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0044,SHARED_INFRASTRUCTURE,Shared Infrastructure 0044,EU-WEST,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0045,SHARED_INFRASTRUCTURE,Shared Infrastructure 0045,AP-NORTHEAST,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0046,SHARED_INFRASTRUCTURE,Shared Infrastructure 0046,AP-NORTHEAST,Support,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0047,SHARED_INFRASTRUCTURE,Shared Infrastructure 0047,AP-NORTHEAST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0048,SHARED_INFRASTRUCTURE,Shared Infrastructure 0048,EU-CENTRAL,Finance,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0049,SHARED_INFRASTRUCTURE,Shared Infrastructure 0049,AP-SOUTH,Supply Chain,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0050,SHARED_INFRASTRUCTURE,Shared Infrastructure 0050,GLOBAL,Data,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0051,SHARED_INFRASTRUCTURE,Shared Infrastructure 0051,LATAM,Supply Chain,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0052,SHARED_INFRASTRUCTURE,Shared Infrastructure 0052,GLOBAL,Finance,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0053,SHARED_INFRASTRUCTURE,Shared Infrastructure 0053,US-EAST,Security,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0054,SHARED_INFRASTRUCTURE,Shared Infrastructure 0054,EU-CENTRAL,Sales,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0055,SHARED_INFRASTRUCTURE,Shared Infrastructure 0055,EU-WEST,Finance,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0056,SHARED_INFRASTRUCTURE,Shared Infrastructure 0056,US-EAST,Sales,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0057,SHARED_INFRASTRUCTURE,Shared Infrastructure 0057,EU-WEST,Manufacturing,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0058,SHARED_INFRASTRUCTURE,Shared Infrastructure 0058,EU-WEST,Sales,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0059,SHARED_INFRASTRUCTURE,Shared Infrastructure 0059,AP-NORTHEAST,HR,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0060,SHARED_INFRASTRUCTURE,Shared Infrastructure 0060,LATAM,Engineering,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0061,SHARED_INFRASTRUCTURE,Shared Infrastructure 0061,AP-SOUTH,Security,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0062,SHARED_INFRASTRUCTURE,Shared Infrastructure 0062,EU-WEST,Legal,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0063,SHARED_INFRASTRUCTURE,Shared Infrastructure 0063,GLOBAL,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0064,SHARED_INFRASTRUCTURE,Shared Infrastructure 0064,AP-SOUTH,Manufacturing,HIGH,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0065,SHARED_INFRASTRUCTURE,Shared Infrastructure 0065,US-WEST,Legal,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0066,SHARED_INFRASTRUCTURE,Shared Infrastructure 0066,GLOBAL,Support,MEDIUM,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0067,SHARED_INFRASTRUCTURE,Shared Infrastructure 0067,AP-NORTHEAST,Corporate,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0068,SHARED_INFRASTRUCTURE,Shared Infrastructure 0068,EU-WEST,Finance,LOW,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0069,SHARED_INFRASTRUCTURE,Shared Infrastructure 0069,LATAM,Legal,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0070,SHARED_INFRASTRUCTURE,Shared Infrastructure 0070,AP-SOUTH,Manufacturing,CRITICAL,INTERNAL,CONDITIONAL,ACTIVE,SYNTHETIC
INFRA-0071,SHARED_INFRASTRUCTURE,Shared Infrastructure 0071,AP-SOUTH,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0072,SHARED_INFRASTRUCTURE,Shared Infrastructure 0072,EU-CENTRAL,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0073,SHARED_INFRASTRUCTURE,Shared Infrastructure 0073,AP-NORTHEAST,Data,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0074,SHARED_INFRASTRUCTURE,Shared Infrastructure 0074,EU-WEST,Engineering,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0075,SHARED_INFRASTRUCTURE,Shared Infrastructure 0075,EU-CENTRAL,Corporate,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0076,SHARED_INFRASTRUCTURE,Shared Infrastructure 0076,GLOBAL,Commerce,CRITICAL,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0077,SHARED_INFRASTRUCTURE,Shared Infrastructure 0077,EU-CENTRAL,Supply Chain,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0078,SHARED_INFRASTRUCTURE,Shared Infrastructure 0078,GLOBAL,HR,MEDIUM,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0079,SHARED_INFRASTRUCTURE,Shared Infrastructure 0079,US-WEST,Support,HIGH,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
INFRA-0080,SHARED_INFRASTRUCTURE,Shared Infrastructure 0080,AP-SOUTH,Commerce,LOW,INTERNAL,TRUSTED,ACTIVE,SYNTHETIC
